date,AQI,PM2.5,PM10,SO2,NO2,O3,CO,l_temp,h_temp,temp,wet,wind,hpa,visibility,precipitation,cloud
2022/3/22,32,12.88,26.25,4.5,17,92.17,0.6,7.5,10.5,9,76,1,1023,13.6,6.2,100
2022/3/23,34.67,20.92,34.67,5.67,24.62,86.29,0.65,7.6,14.4,10.6,54,0.7,1020,13.6,0.2,32
2022/3/24,30.46,12.88,28.38,5.58,26.33,83.25,0.55,7.6,17.5,12.8,63,1,1017,13.6,0,21
2022/3/25,26.12,11.29,17.38,4.33,20.54,74.38,0.64,14.6,18.4,16.6,97,0.9,1007,7.1,31.9,98
2022/3/26,40.46,26.54,36.25,4.88,22.38,75.58,0.81,12.9,17.1,14.9,67,1,1013,15.1,0.1,90
2022/3/27,61.96,33.54,76.46,8.17,38.88,68.96,0.78,10.9,18.4,14.4,47,0.9,1020,17.2,0,100
2022/3/28,34.83,12.5,33.71,4.71,14.96,92.29,0.5,9.6,14.6,11.6,58,1.5,1025,25.3,0,64
2022/3/29,34.33,13.54,33.79,5.79,18.75,94.21,0.53,8.3,19,13.7,56,0.9,1021,26.3,0,16
2022/3/30,39.83,24.75,41.83,6.5,21.04,102.92,0.7,13.5,24.5,18,73,0.7,1018,15.1,0,60
2022/3/31,44.08,26.58,43.21,4.83,16.5,92.83,0.74,9.9,14.9,12.4,76,1,1026,11.4,2.9,100
2022/4/1,34.25,18.79,31.54,5.62,12.71,103.88,0.66,8.7,13.9,10.9,52,1,1031,22.6,0,71
2022/4/2,35.33,18.92,29.62,5.54,13.88,103.79,0.62,7.6,15.6,11.2,54,1,1029,23.6,0,16
2022/4/3,31.62,14.67,20.54,5,15.62,101.08,0.55,7.9,17.6,12.1,51,1,1029,27.8,0,7
2022/4/4,35.92,19.29,27.5,5.21,15.21,106.96,0.57,8.8,18.3,13.1,60,0.8,1027,21.3,0,16
2022/4/5,35.96,20.96,35.83,7.12,24.33,89.33,0.67,11.8,16.8,13.7,67,0.6,1022,19.7,0,75
2022/4/6,52.5,34.75,51.79,7.75,31.71,95.17,0.75,10.9,25.1,17.4,60,0.6,1020,13.8,0,11
2022/4/7,63.79,36.83,56.25,7.92,27.88,112.58,0.72,13.8,27.1,19.6,57,0.4,1019,14.3,0,14
2022/4/8,50.12,26.79,50.29,8.42,27.12,108.96,0.65,15.1,27,20.6,46,0.8,1017,20.3,0,18
2022/4/9,50.92,22.21,48.04,8.83,19.17,125.21,0.67,15.3,27.8,20.8,48,0.8,1013,22.9,0,31
2022/4/10,45.35,24.87,45.87,7.61,15.26,104.39,0.68,17.1,26.2,21,70,0.9,1011,16.5,0,33
2022/4/11,54.79,29.62,48.92,8.04,20.83,111.96,0.73,17.7,32.4,24.5,59,0.6,1009,16.6,0,3
2022/4/12,36.33,21.33,33.38,8.21,24.96,83.42,0.7,19.8,32.8,25.3,64,0.6,1008,21,0,35
2022/4/13,25.33,14.25,15.83,4.54,15.75,54.54,0.74,13.7,19,15.2,95,1,1008,7.9,77.5,100
2022/4/14,21.42,9.08,10.62,4.71,11.75,67.29,0.75,13.4,15.7,14.3,98,1.1,1014,7.2,20.6,98
2022/4/15,34.62,15.21,26.62,5.58,11.33,103.54,0.74,12.1,18.5,14.6,66,1.1,1020,20.3,0,93
2022/4/16,47.54,32.04,48.83,6.04,14.25,124.71,0.74,12.1,18,14.7,41,1.1,1021,21,0,82
2022/4/17,37.62,19.75,33.33,5.79,16.67,114.21,0.65,11.3,19.9,15.4,42,0.9,1020,25.8,0,48
2022/4/18,37.21,16.83,31.54,6.42,17.67,118.42,0.7,14.2,20.5,16.3,44,0.7,1018,27.9,0,72
2022/4/19,55.62,38.29,55.62,8.25,25.58,122.42,0.81,13.1,21.8,17.4,53,0.4,1018,16.8,0,46
2022/4/20,71.29,43.71,70.5,10.25,23.42,148.54,0.87,14.1,24.4,19.2,53,0.7,1015,13.7,0,48
2022/4/21,66.5,45.88,57.25,7.58,17.25,145.33,0.91,14.9,26.2,19.6,74,0.6,1011,9.4,3.3,35
2022/4/22,53.08,36.54,47.67,10.12,24.42,116.08,0.94,17.1,28.9,22.6,67,0.5,1010,13.5,0,61
2022/4/23,33.21,16.96,17.25,5.54,14.96,90.46,0.79,17.6,21.9,19.1,97,0.6,1010,11.9,29.6,89
